ARCH_2220	Fall	2015	Architecture Design 2	2220	A continuation of the pursuit of architecture as critical inquiry within a broad societal context. Instruction integrates considerations of drawing, computers, and construction with design projects. Technology 2: The technology aspects focus on the microclimate and environment context, including shade and shadow analysis, developing skyline plots, and sharing system design and analysis, as well as outdoor environments with emphasis on structure, material, and passive solar systems. Computing: explorations with the computer continue to focus on developing knowledge of 3-D modeling and 2-D image manipulation software and their application to design representations. Computer media are integrated with studio design projects. Drawing: freehand drawing exercises related to studio projects further develop basic drawing skills and familiarly with 2-D design concepts.	0	6		6	Prerequisite: ARCH 2210.	Architecture	ARCH
ARCH_2230	Fall	2015	Architecture Design 3	2230	Architecture Design Studio 3 develops practices that focus on the relationship between specific architectural design situations and issues of representation; conceptual, analytical, and critical thinking; ethical dilemmas; and the role that technical issues play in space-making.	0	6		6	Prerequisite: ARCH 2220.	Architecture	ARCH
ARCH_2330	Fall	2015	Structures 1	2330	Introduction to Structures introduces the student of Architecture to the principles of structural mechanics and their application to basic architectural structures comprised primarily of wood. The fundamentals of statics are presented in order to gain an understanding of the way in which external forces produce internal stresses in individual members and, in essence, flow through the building system to be resolved at the foundation level. The principles of strength of materials are studied to understand how particular structural materials and configurations manage to resist these forces without unacceptable distortions, or even failure. Wood structural properties are studied in all their complexity as a means to internalize the more theoretical topics broached. Through in-class presentations, reading, homework and project work, computer lab, field trips, and case studies, the student will be aided in developing this intuitive (while practical) understanding. It is recognized that intuitions of building technologies are not acquired quickly but result from much study, observation, and practice. Introduction to Structures makes use of the several approaches above to ensure that the beginning student is provided with a broad, solid base for future structural investigations. WebCT will be used to expand the student’s access to course materials and allow for a measure of distance learning. Sustainability: The following notions are introduced as important attributes of sustainable structures and construction: durability and service life, and life cycle cost.	0	4		4	Prerequisite: ARCH 2510 except M.Arch students.	Architecture	ARCH
ARCH_2350	Fall	2015	Construction Systems	2350	Construction Systems centers on the development of a technical knowledge of, sensibility to, and intuition for the process by which an architectural design is realized in built form. The interdependence among building materials, acoustic qualities, enclosure systems, interior, finish, and other systems is investigated, with an emphasis on the broader architectural design endeavor. Drawing as a means of understanding forms the basis for a semester-long project to be done in small groups. Case studies will center on concepts and systems that have not yet found their way into mainstream practice. The course approach will involve in-class presentations, project work, field trips and case studies. WebCT will be used to expand the student’s access to course materials and allow for a measure of distance learning. Sustainability: The notion that design intentions can be nullified through incorrect construction is stressed. The importance of proper detailing, construction, and maintenance to accomplish lasting and efficient enclosures is highlighted. Skills to diagnose and treat incorrect construction are developed.	0	2		2	Prerequisite: ARCH 2510 except M.Arch. students.	Architecture	ARCH
ARCH_2360	Fall	2015	Environmental and Ecological Systems	2360	An exploration of the fundamental principles of human physiology, thermal and luminous comfort, and indoor quality. Emphasis is on bioclimatic and psychrometric climate analysis and its relationship to architectural design, understanding the energy exchange between body in space, the natural meaning of enclosures, and nonstructural materials and systems. The focus is on passive heating, cooling, and daylighting systems and their design. Exercises include vital sign analysis of existing spaces (thermal, air, luminous), forming hypotheses of building performance, using scientific instrumentation, tenant survey techniques, and physical modeling and simulation techniques related to daylighting and shading techniques.	0	4		4	Prerequisites: PHYS 1500, ARCH 2820 or permission of instructor.	Architecture	ARCH
ARCH_2370	Fall	2015	Energy, Comfort and Ecology	2370	This course addresses fundamental principles relating the environmental context to human needs and comfort. Topics include the principles of thermodynamics at the architectural scale, optimization vs variability, principles of building sites and orientations, psychometrics, and human comfort and an introduction to energy modeling. This course is required of all students in the B.Arch. degree program.	0	2		2	ARCH 2360 Environmental and Ecological Systems	Architecture	ARCH
ARCH_2510	Fall	2015	Materials and Design	2510	This course establishes an understanding of the most common materials, their properties and resulting uses, and the implications of their uses in the larger context of material life cycles. The structural makeup of metals, ceramics, polymers, and composite materials is discovered and their resulting properties, costs, and life cycle consequences are clarified. An understanding of basic mechanical properties is established hands on by conducting tension, compression, and 3-point bending tests (mse-lab). Physical performance of material constructs as synergy between form and material properties is further illustrated. Experiments are conducted that introduce such major concepts as structural loading, properties of sections, and resulting system performance. Sustainability: The concept of life cycles is introduced; material and energy flows are tracked throughout the entire material life cycle. This will be accomplished alongside introducing major material groupings (metals, polymers, ceramics, and composites). Students come to realize that environmental concerns are directly related to structural composition and material availability. Consequences of resource extraction, distribution, manipulation, use, and disposal, reuse or recycle are addressed at both local and global scales. Selected field trips to materials extraction, processing, manufacturing, disposal, and recycling facilities are aimed to give physical meaning to the concept of life cycle.	0	2		2	None	Architecture	ARCH
ARCH_2520	Fall	2015	Digital Constructs 1	2520	This course will examine and teach methods of representation and the communication of design concepts.Skills taught will enable students to produce two-dimensional and three-dimensional digital models, as well as drawings from multiple perspectives.Students will understand virtual environments as they pertain to model making, drawing, scale, and materiality.Students will be introduced to digital modeling and graphic design softwares. This course is offered in the fall semester and is required of all first-year architecture undergraduates in the B.Arch. program.Coordination of the relationship of course content to Architectural Design Studio 1 will be between the Digital Constructs 1 faculty instructor and the first-year architectural design studio coordinator and faculty.	0	2		2	ARCH 2530 Digital Constructs 2, Corequisites: ARCH 2800 Architectural Design Studio 1	Architecture	ARCH
ARCH_2530	Fall	2015	Digital Constructs 2	2530	This course builds upon topics covered in Digital Constructs 1 by focusing upon contemporary means of producing and communicating architectural ideas.Students will use digital methodologies through all phases of a project as well as advanced representation and digital fabrication techniques.The use of digital modeling as a sketch and iterative tool will be emphasized.Tools taught in Digital Constructs 2 will build upon those software programs taught in Digital Constructs 1. This course is required of all first-year architecture undergraduates in the B.Arch. program.Coordination of the relationship of course content to Architectural Design Studio 2 will be between the Digital Constructs 2 faculty instructor and the first-year architectural design studio coordinator and faculty.	0	2		2	ARCH 2540 Digital Constructs 3, Corequisite: ARCH 2810 Architectural Design Studio 2	Architecture	ARCH
ARCH_2540	Fall	2015	Digital Constructs 3	2540	This course introduces computational and procedural design approaches that are a logical extension to topics covered in Digital Constructs 2. Students will develop an understanding of computational logic through introductory design applications, both as advanced tooling and as generative design techniques. Methodological approaches will be contextualized by a presentation of historical and theoretical precedents.Techniques introduced will include scripting, Java, geospatial mapping. This course is offered in the fall semester and is required of all second-year architecture undergraduates in the B.Arch. program.Coordination of the relationship of course content to Architectural Design Studio 3 will be between the Digital Constructs 3 faculty instructor and the second-year architectural design studio coordinator and faculty.	0	2		2	ARCH 2550 Digital Constructs 4, Corequisite: ARCH 2820 Architectural Design 3.	Architecture	ARCH
ARCH_2600	Fall	2015	Graduate Design Studio	2600	Design studio introducing students to general design through a series of short projects. The projects stress critical and creative thinking and invention, interdisciplinary collaboration, observation and perception, communication and visualization. Students will begin open-ended investigations using sketching, photography, model making, and computing.	0	6		6	None	Architecture	ARCH
ARCH_2610	Fall	2015	Graduate Architecture Design 1	2610	Design studio introducing students to the processes of critical inquiry specifically as it relates to architecture investigations. These processes are seen as interrelated and always informed by the societal, technological, and historical contexts within which architects work. Parallel instruction in drawing, computing, and construction technology are integrated within the work of this studio. Technology: The technology aspects focus on discovering the basic systems used to create space, such as structural systems, enclosure types, and systems for movement. Emphasis is placed upon constructability and sustainability. These discoveries are through hands-on applications and field visits. Computing: Explorations with the computer focus on both the development of a fundamental knowledge of 3-D modeling and 2-D image manipulation software and a nontraditional application of this knowledge to design representations. The computer media (3-D modeling “space,” computer printouts, video projections) are conceived of as yet another “physical” material for experimentation, and are integrated in this way with the studio design projects. Drawing: The drawing segment consists of freehand drawing exercises that relate to studio projects and help students develop basic drawing skills and a familiarity with 2-D design concepts.	0	6		6	Prerequisite: ARCH 2600.	Architecture	ARCH
ARCH_2620	Fall	2015	Graduate Architecture Design 2	2620	A continuation of the pursuit of architecture as critical inquiry within a broad societal context. Instruction integrates considerations of drawing, computers, and construction with design projects. Technology: The technology aspects focus on the microclimate and environment context, including shade and shadow analysis, developing skyline plots, and sharing system design and analysis, as well as outdoor environments with emphasis on structure, material, and passive solar systems. Computing: explorations with the computer continue to focus on developing knowledge of 3-D modeling and 2-D image manipulation software and its application to design representations. Computer media are integrated with studio design projects. Drawing: freehand drawing exercises related to studio projects further develop basic drawing skills and familiarly with 2-D design concepts.	0	6		6	Prerequisite: ARCH 2610.	Architecture	ARCH
ARCH_2630	Fall	2015	Graduate Architecture Design 3	2630	Graduate Design Studio 3 develops practices that focus on the relationship between specific architectural design situations and issues of representation; conceptual, analytical, and critical thinking; ethical dilemmas; and the role that technical issues play in space-making.	0	6		6	Prerequisite: ARCH 2620.	Architecture	ARCH
ARCH_2800	Fall	2015	Architectural Design Studio 1	2800	This course introduces students to design as a way of thinking, creating, and making through a series of short projects. The projects stress critical and creative thinking and invention, interdisciplinary collaboration, observation and perception, communication and visualization. Using sketching, photography, model making, and computing students pursue open-ended investigations of form, space, materials, and the ideas that both generate and are generated by them. This course is required of all first-year architecture undergraduates in the B.Arch.  program.	0	5		5	ARCH 2810 Architectural Design Studio 2, Corequisite: ARCH 2520 Digital Constructs 1.	Architecture	ARCH
ARCH_2810	Fall	2015	Architectural Design Studio 2	2810	This course continues the processes of critical inquiry in relation to design and design creativity through a series of hands-on projects that incorporate fundamental issues of technology, materiality, abstraction, tectonics, and theory that consider the array of architectural issues in the design of built environments that consider architecture in a wider sense that includes its involvement with site, context, situation, and simple program. This course is required of all first-year architecture undergraduates in the B.Arch.  program.	0	5		5	ARCH 2820 Architectural Design Studio 3, Corequisite: ARCH 2530 Digital Constructs 2.	Architecture	ARCH
ARCH_2820	Fall	2015	Architectural Design Studio 3	2820	This studio focuses on the relationship between building and landscape in terms of conceptual, pragmatic, ideological, aesthetic, and functional issues. As such, it endeavors to examine critically the disciplinary boundary between building and landscape. It also critically assesses the connections and inherent complexities between an institutional situation, workplace activity, and residential inhabitation in order to explore questions of publicness and privacy. This studio also addresses the tectonic dimensions of construction and structure in architectural design. This course is required of all second-year architecture undergraduates in the B.Arch. program.	0	5		5	ARCH 2830 Architectural Design 4, Corequisite: ARCH 2540 Digital Constructs 3.	Architecture	ARCH
ARCH_2940	Fall	2015	Projects in Architecture and Environmental Design	2940	Individual projects and readings adapted to the needs of individual students.	0	1		6	None	Architecture	ARCH
ARCH_2960	Fall	2015	DIGITAL CONSTRUCTS 1	2960		0	2		2		Architecture	ARCH
ARCH_4010	Fall	2015	Seminar in Sensory Culture	4010	This seminar examines human perception from a designer’s perspective. It draws on perspectives from the sciences, arts, and humanities in order to build an understanding of how we perceive and interact with the environments we create. One can not only read about perception, the seminar will augment reading with a range of direct experiences as source material for discussion.	0	2		2	None	Architecture	ARCH
ARCH_4020	Fall	2015	Bedford Architecture Engineering Seminar	4020	This interdisciplinary seminar consists of students from both the School of Architecture and Civil Engineering department. Presentation of a variety of structural typologies bears direct relation to practical experience and the necessity for constructive interdisciplinary discourse. Specific structural typologies are examined through historic and contemporary project examples that are critically deconstructed and critically analyzed with respect to their basic engineering principles and architectural concepts. Students will be exposed to the collaborative methods inherent within the architect/engineer relationship. The course consists of lectures concerning each topic, case studies and presentations of relevant projects, an interdisciplinary design project and discussion of the projects and presentations with respect to interdisciplinary discourse. Content and delivery may vary by instructor.Taught with CIVL 4020.	0	3		3	ARCH 2330 Strucutres 1.	Architecture	ARCH
ARCH_4040	Fall	2015	Cities/Lands	4040	This lecture-seminar is an examination of the parallel historical formation and operation of human settlements together with the territories associated with them, and the interrelations among them in Western Europe, North America, China, the Middle East, and North Africa. The purpose is to better understand the role spatial organization plays in the construction of social practices, human subjectivities, and technologies of power. While the differing paradigmatic notions of architectural and landscape practices will be explored in each cultural situation, the emphasis will be on the formative processes operating at all scales and among scales, and the more general design practices that have emerged, and could emerge, from these understandings.	0	4		4	Prerequisites: ARCH 2110, ARCH 2120, ARCH 4150, ARCH 2140, ARCH 2230, and ARCH 4140.	Architecture	ARCH
ARCH_4050	Fall	2015	Cities and Their Territories	4050	An important ancillary concern throughout the previous eight courses of the history, theory, and criticism sequence has been the examination of architecture as a fundamental part of the forces of urbanization and humanity’s interventions into the landscape and environment. This course highlights the perspective of that dimension of architectural understanding by examining in detail both historically and contemporarily many of the most significant ways that human habitation has engaged the world at the large scale of cities and geographies. This 2-credit course is required of all architecture undergraduates in the B.Arch. program.	0	2		2	None	Architecture	ARCH
ARCH_4070	Fall	2015	Twisted Siblings:Relationships Between Contemporary Painting and Digital Architecture	4070	Architecture and painting are two of the oldest forms of societal expression and have been historically linked in complex and dynamic ways. In the 20th century, the movements of Cubism, Futurism, Neo-Plasticism, Constructivism, Purism, Surrealism and Dadaism consisted of dynamic dialogs between architecture and painting. These exchanges allowed each to have a profound and deep impact upon the other. By contrast, in early 21st century, there seems to be all but a mute relationship between the two. This course intends to help break that silence. This course will begin to bridge the divide by establishing new connections between the current preoccupations with materials, procedures, and affects that are emerging in both, contemporary painting and architecture. Twisted Siblings seeks to explore and discover new relationships between the most cutting-edge digital technologies and how painting may influence the expressive capacities of these technologies. As contemporary painting and architecture seek to establish future directions, a new dialog and exchange of ideas should be emerging, to ensure a dynamic and radical future for both. The course will consist of a series of lectures, discussions and presentations. Students will be expected to research a number of individual architects, painters, and writers who are producing work of related interest. Students will be responsible for completing a research project, which synthesizes the content of the course.	0	2		2	None	Architecture	ARCH
ARCH_4090	Fall	2015	Architectural Case Studies	4090	Works of architecture embody knowledge, ideas, and imagination that express formally, spatially, and materially the ways of living and values of the civilizations in which they occur. In continuing the inquiry begun in The Ethos of Architecture and employing the skills and values acquired in that course and Architectural Media, the intent of this course is to teach students the means for investigating buildings coherently, rationally, and interpretively to understand the technical and cultural knowledge embedded within works of architecture. A select number of modern and contemporary buildings that represent a high degree of sophistication in the way their architects have approached the breadth of design issues both within and external to the programs of those works will be analyzed critically in order to ascertain the significance and relationships of the multiple systems of order inherent to a work of architecture.	0	2		2	ARCH 4120 Modernity in Culture, Civilization, and Architecture 1.	Architecture	ARCH
ARCH_4100	Fall	2015	An Architectural Genealogy 1	4100	This course addresses the history of architectural and related developments in selected Western and non-Western civilizations in order to construct a conceptual and strategic understanding of the relationships between architecture, culture, technology, and thought. In doing so, it will focus on key constructed spatial phenomena of the pre-modern world and where relevant elucidate the connection of these works of architecture and their motivating ideals to those of the modern and contemporary world.	0	2		2	ARCH 4110 An Architectural Genealogy 2.	Architecture	ARCH
ARCH_4120	Fall	2015	Modernity in Culture, Civilization, and Architectrue 1	4120	Building on the knowledge, critical perspectives, and abilities that students have acquired in the previous courses in the history, theory, and criticism sequence, this course along with its successor, ARCH 4130 Modernity in Culture, Civilization, and Architecture 2, begins a study of the ideas, values, theories, and practices that contributed to the rise of modernity in the western world and eventually on a global scale. This course explores the ideal of modernity as both a cultural phenomenon as it emerged in the Enlightenment with ideas of progress, the technological enframing of the world, scientific rationality, historical consciousness, etc.	0	2		2	ARCH 4130 Modernity in Culture, Civilization, and Architecture 2.	Architecture	ARCH
ARCH_4130	Fall	2015	Modernity in Culture, Civilization, and Architectrue 2	4130	Building on the knowledge, critical perspectives, and abilities that students have acquired in the previous history, theory, and criticism courses, this course continues the study begun in ARCH 4120 Modernity in Culture, Civilization, and Architecture 1 of the ideas, values, theories, and practices that contributed to the rise of modernity in the western world and eventually on a global scale. This course explores the ideal of modernity as both a cultural phenomenon as it emerged in the Enlightenment with ideas of progress, the technological enframing of the world, scientific rationality, historical consciousness, etc.	0	2		2	ARCH 4100 An Architectural Genealogy 1.	Architecture	ARCH
ARCH_4140	Fall	2015	Modernity in Culture and Architecture	4140	An exploration of the idea of modernity as both a cultural phenomenon (extending back to Enlightenment ideas of progress, technological enframing of the world, scientific rationality, historical consciousness, etc.) and as an artistic/architectural discourse unfolding in the 20th century as a radical requestioning of all traditional concepts of program, construction, and aesthetics. As such, this is both a theory and a history course.	0	4		4	Prerequisites: ARCH 2120 and ARCH 2130.	Architecture	ARCH
ARCH_4160	Fall	2015	RESEARCH INVESTIGATIONS	4160		0	3		3		Architecture	ARCH
ARCH_4170	Fall	2015	ENVIRONMENTAL PARAMETRICS	4170		0	2		2		Architecture	ARCH
ARCH_4240	Fall	2015	Architecture Design 4	4240	An upper level design studio emphasizing the interacting combinations of dynamic influences arising from both global and local scales in the design of portions of the urban landscape, usually including some substantial housing component.	0	6		6	Prerequisite: ARCH 2230.	Architecture	ARCH
ARCH_4250	Fall	2015	Architecture Design 5	4250	A series of upper-level design studios that focus on significant concerns in architecture.	0	6		6	Prerequisites: ARCH 4240 for ARCH 4250. ARCH 4300 may be taken after ARCH 4250.	Architecture	ARCH
ARCH_4260	Fall	2015	Architecture Design 6	4260	A series of upper-level design studios that focus on significant concerns in architecture.	0	6		6	Prerequisites: ARCH 4250 for ARCH 4260. ARCH 4300 may be taken after ARCH 4250.	Architecture	ARCH
ARCH_4300	Fall	2015	Design Development	4300	A technology-based design studio emphasizing the materialization and making of architectural design projects. The integration of building code requirements for fire protection, life safety, accessibility, building environmental systems, structure, construction, and materiality is central to effectively achieving design intent. Students become aware of how these affect and inform design decisions. They learn to integrate technology, systems, and materials in the comprehensive resolution of building design and gain exposure to construction documents and design documentation. Construction and site visits are an integral part of the studio as is an integrated electronic media seminar on CAD applications. Students must coregister for ARCH 4540, a concurrent two-credit course that introduces codes, the regulatory process, agreements, contract documents, building design cost control, and administration. This course maybe taken any time after ARCH 4820.	0	6		6	Prerequisites: ARCH 4820, ARCH 4330. ARCH 4740 may be taken as a prerequisite or corequisite. It is recommended that ARCH 4740 be deferred one semester for students studying abroad only (ex: China) and take ARCH 2360 as a corequisite.	Architecture	ARCH
ARCH_4330	Fall	2015	Structures 2	4330	This course builds on the material presented in Structures 1, with an emphasis on the analysis and design of structures compressed primarily of steel and site cast and pre-cast concrete, with an overview of load-bearing masonry and advanced systems. The theoretical concepts covered in the introduction course form the conceptual basis for work in Structures 2, with relevant new concepts/techniques covered. Innovative, non-normative structural systems are investigated and discussed. Analysis and design will proceed using primarily computer-aided techniques. The course approach will involve in-class presentations, homework and project work, computer lab, field trips, and case studies. WebCT will be used to expand the student’s access to course materials and allow for a measure of distance learning. Sustainability: The following notions are introduced as important attributes of sustainable structures and construction: structural robustness, and programmatic flexibility. (Design optimization approaches are introduced and explored as avenues to accomplish more optimum design conditions under increasingly strict design constraints.)	0	4		4	Prerequisites: ARCH 2510 except M.Arch. students, ARCH 2350, ARCH 2330.	Architecture	ARCH
ARCH_4340	Fall	2015	Structural Morphology	4340	This is a research-based course that examines the structural behavior of various complex systems and complex forms in the context of their performance. Innovative and emerging structural topologies are of special interest. A form-finding investigation and exploration will include computer evaluation, load testing of physical models, and laser scanning of the geometry to feed back into the computer models. In addition, the course will address fragility and robustness estimates. This work is individual or a group research project that may continue work from previous years. The course will also allow for architectural and structural explorations driven by specific student interests.	0	2		2	None	Architecture	ARCH
ARCH_4360	Fall	2015	Graduate Architecture Design 4	4360	An upper level design studio emphasizing the interacting combinations of dynamic influences arising from both global and local scales in the design of portions of the urban landscape, usually including some substantial housing component as well as facilities for the public realm.	0	6		6	Prerequisite: ARCH 2630.	Architecture	ARCH
ARCH_4540	Fall	2015	Professional Practice 1	4540	An introduction to architectural practice as related to accomplishing design projects. An overview of professional obligations, registration and conduct, architects’ roles in project delivery, and office organization and management for delivering professional services. In-depth examination of architects’ responsibilities for health, safety, and welfare in design; building code requirements for fire protection, life safety, and accessibility; economics of building systems and assemblies; design and construction contracts; and design documentation.	0	2		2	Corequisite: Students in ARCH 4830 Design Development are required to coregister.	Architecture	ARCH
ARCH_4550	Fall	2015	Professional Practice 2	4550	This course covers topics that are essential to developing an effective professional architectural practice. The course will address professional obligations and ethics, contracts, registration, office organization, and management. The course will emphasize effective communication, negotiating, public speaking and team development.	0	2		2	None	Architecture	ARCH
ARCH_4560	Fall	2015	Materials and Enclosures	4560	In a world of rapid technological change, this course aims to equip future architects with the ability to position, understand, and implement new materials and systems in meaningful ways. The working principles of selected advanced materials and systems are explained and issues of material development, applications, and integration into buildings systems are addressed. Emphasis is also placed on understanding the issues involved when combining and installing new materials or systems into buildings. Students are further introduced to detail development. Sustainability: New materials and systems are explored with the objective of formulating meaningful technological response to critical environmental and societal issues such as resource depletion, environmental degradation, and globalization.	0	2		2	Prerequisites: ARCH 2510 except M.Arch. students, and ARCH 2350.	Architecture	ARCH
ARCH_4580	Fall	2015	MATERIALS SYSTEMS & PRODUCTION	4580		0	3		3		Architecture	ARCH
ARCH_4690	Fall	2015	Case Studies: Investigations into Architectural Knowledge	4690	“The best instructor of all…is a building which is being pulled down.” (John Willis Clark, “On the Construction of the Vaults of the Middle Ages,” 1842). Buildings embody cultural knowledge. Their forms and spaces are invested with traces of habitation and beliefs through the employment of materials that are wrought by craft and technology. It is the intention of this course to teach how to investigate buildings in order to reveal the technological and cultural knowledge that is embedded within them. In this course, a select number of significant buildings are “disassembled” through intense questioning, and their artifactual significance is probed through careful analysis.	0	4		4	Prerequisites:  ARCH 4140, ARCH 4330 and ARCH  4560; A pre or corequisite to ARCH 4300.	Architecture	ARCH
ARCH_4730	Fall	2015	Sustainable Building Design Strategies	4730	This course addresses an exploration of design strategies that produce environmentally responsible buildings. A review of the principles for a variety of green strategies will be presented. Case studies will be employed to demonstrate best practices in the design integration of green strategies. The material covered can be incorporated into a studio design development course.	0	2		2	None	Architecture	ARCH
ARCH_4740	Fall	2015	Building Systems and Environment	4740	Design analysis and performance characteristics of building environmental systems, emphasizing heating, cooling, ventilation, and lighting systems. In addition, building electrical systems, acoustics, water, waste, and drainage systems are covered in terms of fundamental theory, designs, and calculations. Case studies, field trips, and system design project work are required.	0	4		4	Prerequisite: ARCH 2360.	Architecture	ARCH
ARCH_4750	Fall	2015	Sustainable Building Design Metrics	4750	A review of current and anticipated metrics associated with sustainable building design will be reviewed as well as construction practices in the building industry will be discussed.We will review how sustainable design practices can mitigate the climate change in a positive way. An understanding of energy terminology is useful for this course. Lectures, discussions, field trips, and assigned reading will be utilized to explore the subject matter.	0	2		2	ARCH 4730 Sustainable Building Design Strategies.	Architecture	ARCH
ARCH_4770	Fall	2015	Architectural Design Studio 5	4770	This is an upper division architectural design studio that explores topics of contemporary interest to the discipline. Students apply for this studio based on their personal interest and professional objectives. Three such studios Architectural Design Studio 5, Architectural Design Studio 6, and Architectural Design Studio 7, are required for the degree.	0	5		5	ARCH 2830 Architectural Design Studio 4, and ARCH 4780 Architectural Design Studio 6.	Architecture	ARCH
ARCH_4840	Fall	2015	Architectural Acoustics 1	4840	This course provides an overview of the essentials for architectural acoustics design of performance and public spaces, including concert halls, theaters, museums, classrooms, sports arenas, courtrooms, and religious buildings. There are no prerequisites, but the course may be used as the starting point for a certificate in Architectural Acoustics, a concentration in an architecture student’s professional electives, or the beginning of a master’s degree in acoustics. The course covers basic principles of sound, room acoustics, sound absorption in rooms, sound isolation and privacy, acoustics of mechanical systems, and sound quality. After both Architectural Acoustics 1 and 2, the student should be prepared for a basic entry-level position in either acoustics in architecture or in acoustical consulting.	0	4		4	None	Architecture	ARCH
